Locus,GeneName
YGL075C,MPS2
YOR163W,YOR163W
YLR002C,YLR002C
YOR236W,DFR1
YCR039C,MATALPHA2
YNL080C,YNL080C
YNL153C,GIM3
YJR044C,YJR044C
YMR278W,YMR278W
YLR299W,ECM38
YOR164C,YOR164C
YDR301W,CFT1
YIL106W,MOB1
YMR279C,YMR279C
YPL111W,CAR1
YGL148W,ARO2
YOL132W,YOL132W
YKR023W,YKR023W
YCL008C,STP22
YNL226W,YNL226W
YJR117W,STE24
YJL013C,MAD3
YHR086W,NAM8
YIL034C,CAP2
YPR070W,MED1
YIL107C,PFK26
YHR159W,YHR159W
YPR143W,YPR143W
YOR091W,YOR091W
YPL112C,YPL112C
YGL076C,RPL7A
YDR019C,GCV1
YOL060C,YOL060C
YLR003C,YLR003C
YOR237W,HES1
YKR024C,DBP7
YNL081C,YNL081C
YNL154C,YCK2
YNL227C,YNL227C
YJR045C,SSC1
YJR118C,YJR118C
YPR144C,YPR144C
YDR302W,YDR302W
YBR271W,YBR271W
YGL149W,YGL149W
YOL133W,HRT1
YCL009C,ILV6
YDR303C,YDR303C
YIL035C,CKA1
YHR087W,YHR087W
YPR071W,YPR071W
YBR272C,HSM3
YPL040C,ISM1
YOR092W,ECM3
YPL113C,YPL113C
YOR165W,YOR165W
YGL077C,HNM1
YLR004C,YLR004C
YOR238W,YOR238W
YOL134C,YOL134C
YJR119C,YJR119C
YOR093C,YOR093C
YOR166C,YOR166C
YJL014W,CCT3
YIL108W,YIL108W
YOL061W,PRS5
YNL082W,PMS1
YKR025W,RPC37
YNL155W,YNL155W
YJR046W,YJR046W
YNL228W,YNL228W
YDR231C,YDR231C
YJL015C,YJL015C
YDR304C,CYP5
YHR088W,YHR088W
YPR072W,NOT5
YIL109C,SEC24
YBR273C,YBR273C
YPR145W,ASN1
YPL041C,YPL041C
YGL078C,DBP3
YOR239W,YOR239W
YOL062C,APM4
YOL135C,MED7
YKR026C,GCN3
YNL156C,YNL156C
YNL229C,URE2
YJR047C,ANB1
YHR089C,GAR1
YPR073C,LTP1
YPR146C,YPR146C
YOR167C,RPS28A
YDL200C,MGT1
YIL036W,YIL036W
YPL114W,YPL114W
YLR005W,SSL1
YNL083W,YNL083W
YDR305C,HNT2
YIL037C,YIL037C
YOR094W,ARF3
YPL042C,SSN3
YPL115C,BEM3
YOL063C,YOL063C
YLR006C,SSK1
YOL136C,PFK27
YNL084C,END3
YPR074C,TKL1
YPR147C,YPR147C
YOR095C,RKI1
YDR232W,HEM1
YJL016W,YJL016W
YBR274W,CHK1
YGL079W,YGL079W
YKR027W,YKR027W
YNL157W,YNL157W
YJR048W,CYC1
YDR233C,YDR233C
YDR306C,YDR306C
YIL038C,NOT3
YBR275C,RIF1
YOR168W,GLN4
YOL064C,MET22
YDL201W,YDL201W
YJR049C,UTR1
YPR075C,OPY2
YPR148C,YPR148C
YOR169C,YOR169C
YDR160W,SSY1
YJL017W,YJL017W
YPL043W,NOP4
YPL116W,HOS3
YLR007W,YLR007W
YOL137W,YOL137W
YKR028W,SAP190
YNL085W,MKT1
YNL158W,YNL158W
YBR276C,PPS1
YPL044C,YPL044C
YOR096W,RPS7A
YPL117C,IDI1
YOL065C,INP54
YLR008C,YLR008C
YOL138C,YOL138C
YKR029C,YKR029C
YDL202W,MRPL11
YNL159C,YNL159C
YER140W,YER140W
YOR097C,YOR097C
YDR161W,TCI1
YDR234W,LYS4
YJL018W,YJL018W
YDR307W,YDR307W
YDL203C,YDL203C
YIL039W,YIL039W
YNL086W,YNL086W
YDR162C,NBP2
YOR380W,YOR380W
YDR308C,SRB7
YPR076W,YPR076W
YBR277C,YBR277C
YPR149W,NCE102
YOL066C,RIB2
YDL130W,RPP1B
YOL139C,CDC33
YPR077C,YPR077C
YER141W,COX15
YOR098C,NUP1
YJL019W,YJL019W
YDR235W,PRP42
YPL045W,VPS16
YPL118W,MRP51
YLR009W,YLR009W
YNL087W,YNL087W
YER142C,MAG1
YDR090C,YDR090C
YOR381W,FRE3
YDR236C,FMN1
YDR309C,GIC2
YPL119C,DBP1
YOL067C,RTG1
YDL131W,LYS21
YDL204W,YDL204W
YGR100W,MDR1
YPR078C,YPR078C
YDR163W,YDR163W
YLR220W,CCC1
YDL205C,HEM3
YBR278W,DPB3
YDR520C,YDR520C
YNL088W,TOP2
YDR091C,YDR091C
YDR164C,SEC1
YOR382W,YOR382W
YLR221C,YLR221C
YOR099W,KTR1
YAR002W,YAR002W
YOL068C,HST1
YDL132W,CDC53
YNL089C,YNL089C
YKL210W,UBA1
YOR383C,YOR383C
YGR101W,YGR101W
YER070W,RNR1
YER143W,DDI1
YDR237W,MRPL7
YBR279W,PAF1
YKL211C,TRP3
YGR102C,YGR102C
YFR050C,PRE4
YER071C,YER071C
YER144C,UBP5
YMR201C,RAD14
YDR238C,SEC26
YLR222C,YLR222C
YPR079W,YPR079W
YDL060W,YDL060W
YAR003W,YAR003W
YDL133W,YDL133W
YDL206W,YDL206W
YDR521W,YDR521W
YDR092W,UBC13
YDR165W,YDR165W
YDL061C,RPS29B
YDL134C,PPH21
YGR030C,POP6
YPL048W,CAM1
YJL160C,YJL160C
YOL069W,NUF2
YFR051C,RET2
YDR522C,SPS2
YER145C,FTR1
YDR166C,SEC5
YOR384W,FRE5
YDR239C,YDR239C
YLR223C,IFH1
YPL049C,DIG1
YEL040W,UTR2
YDL207W,GLE1
YKL212W,SAC1
YGR103W,YGR103W
YER072W,NRF1
YFL020C,PAU5
YDR093W,YDR093W
YMR202W,ERG2
YLR150W,STM1
YDL135C,RDI1
YKL213C,DOA1
YGR104C,SRB5
YDR523C,SPS1
YLR151C,YLR151C
YOR385W,YOR385W
YEL041W,YEL041W
YDL062W,YDL062W
YDL208W,NHP2
YHR010W,RPL27A
YKL140W,TGL1
YGR031W,YGR031W
YJL161W,YJL161W
YFR052W,RPN12
YDR450W,RPS18A
YER073W,ALD5
YER146W,LSM5
YMR130W,YMR130W
YDR167W,TAF25
YPL260W,YPL260W
YMR203W,TOM40
YDL063C,YDL063C
YLR224W,YLR224W
YDL209C,YDL209C
YKL214C,YKL214C
YJL162C,YJL162C
YDR451C,YDR451C
YFR053C,HXK1
YDR524C,YDR524C
YER147C,YER147C
YMR131C,YMR131C
YDR095C,YDR095C
YPL261C,YPL261C
YMR204C,YMR204C
YLR152C,YLR152C
YOR386W,PHR1
YLR225C,YLR225C
YFL021W,GAT1
YEL042W,GDA1
YDL136W,RPL35B
YHR011W,YHR011W
YKL141W,SDH3
YGR032W,GSC2
YOR387C,YOR387C
YGR105W,VMA21
YGL001C,YGL001C
YER074W,RPS24A
YFL022C,FRS2
YDR168W,CDC37
YAR007C,RFA1
YGR033C,YGR033C
YJL090C,DPB11
YKL215C,YKL215C
YGR106C,YGR106C
YJL163C,YJL163C
YFR054C,YFR054C
YER075C,PTP3
YDR169C,STB3
YMR205C,PFK2
YLR153C,ACS2
YEL043W,YEL043W
YDL064W,UBC9
YML100W,TSL1
YDL137W,ARF2
YHR012W,VPS29
YKL142W,MRP8
YOR388C,FDH1
YDR452W,YDR452W
YDR525W,YDR525W
YER148W,SPT15
YDR096W,GIS1
YPL262W,FUM1
YLR080W,YLR080W
YDL065C,PEX19
YML101C,YML101C
YLR226W,BUR2
YHR013C,ARD1
YJL091C,YJL091C
YJL164C,TPK1
YDR453C,YDR453C
YDR526C,YDR526C
YER076C,YER076C
YMR060C,TOM37
YER149C,PEA2
YDR097C,MSH6
YPL190C,NAB3
YPL263C,KEL3
YLR154C,YLR154C
YLR227C,YLR227C
YGL002W,ERP6
YFL023W,YFL023W
YEL044W,YEL044W
YAR008W,SEN34
YDL138W,RGT2
YKL070W,YKL070W
YKL143W,LTV1
YKL216W,URA1
YGR034W,RPL26B
YDR380W,YDR380W
YGR107W,YGR107W
YGL003C,CDH1
YFR055W,YFR055W
YFL024C,EPL1
YEL045C,YEL045C
YMR133W,REC114
YMR206W,YMR206W
YLR081W,GAL2
YAR009C,YAR009C
YDL139C,YDL139C
YLL050C,COF1
YKL144C,RPC25
YGR035C,YGR035C
YJL165C,HAL5
YFR056C,YFR056C
YDR454C,GUK1
YER077C,YER077C
YDR098C,GRX3
YPL191C,YPL191C
YLR082C,SRL2
YPL264C,YPL264C
YOR389W,YOR389W
YLR155C,ASP3A
YLR228C,ECM22
YML102W,CAC2
YDL066W,IDP1
YKL071W,YKL071W
YHR014W,SPO13
YKL217W,JEN1
YJL092W,HPR5
YDR381W,YRA1
YGR108W,CLB1
YGL004C,YGL004C
YDR527W,YDR527W
YNR040W,YNR040W
YFL025C,BST1
YMR061W,RNA14
YMR134W,YMR134W
YEL046C,GLY1
YDL067C,COX9
YML103C,NUP188
YLL051C,FRE6
YJL093C,TOK1
YKL218C,YKL218C
YGR036C,CWH8
YOR020C,HSP10
YGR109C,CLB6
YDR455C,YDR455C
YNR041C,COQ2
YER078C,YER078C
YMR062C,ARG7
YPL192C,YPL192C
YMR135C,YMR135C
YLR083C,EMP70
YLR229C,CDC42
YML030W,YML030W
YHR015W,MIP6
YKL072W,STB6
YKL145W,RPT1
YJL166W,QCR8
YDR382W,RPP2B
YFR057W,YFR057W
YGL005C,YGL005C
YDR528W,YDR528W
YDR099W,BMH2
YEL047C,YEL047C
YPL265W,DIP5
YMR208W,ERG12
YLR156W,YLR156W
YML104C,MDM1
YLL052C,AQY2
YHR016C,YSC84
YJL094C,YJL094C
YGR037C,ACB1
YDR383C,YDR383C
YOR021C,YOR021C
YLR440C,YLR440C
YDR529C,QCR7
YBR200W,BEM1
YMR209C,YMR209C
YLR084C,RAX2
YLR157C,ASP3B
YFL026W,STE2
YNL010W,YNL010W
YML031W,NDC1
YDL068W,YDL068W
YKL073W,LHS1
YKL146W,YKL146W
YKL219W,COS9
YJL167W,ERG20
YDR456W,NHX1
YNR042W,YNR042W
YFL027C,YFL027C
YER079W,YER079W
YNL011C,YNL011C
YMR063W,RIM9
YPL193W,RSA1
YMR136W,GAT2
YEL048C,YEL048C
YML032C,RAD52
YPL266W,DIM1
YDL069C,CBS1
YML105C,SEC65
YKL074C,MUD2
YKL147C,YKL147C
YDR384C,YDR384C
YJL168C,SET2
YOR022C,YOR022C
YLR441C,RPS1A
YMR137C,PSO2
YLR085C,ARP6
YBR201W,DER1
YLR158C,ASP3C
YGL006W,PMC1
YHR017W,YSC83
YPR001W,CIT3
YJL095W,BCK1
YGR038W,ORM1
YDR457W,TOM1
YNR043W,MVD1
YFL028C,CAF16
YMR064W,AEP1
YPL194W,DDC1
YPL267W,YPL267W
YLL054C,YLL054C
YKL075C,YKL075C
YHR018C,ARG4
YKL148C,SDH1
YOR023C,AHC1
YDR458C,YDR458C
YLR442C,SIR3
YBR202W,CDC47
YGL007W,YGL007W
YNL012W,SPO1
YEL049W,PAU2
YML106W,URA5
YPR002W,PDH1
YBR130C,SHE3
YJL096W,MRPL49
YGR039W,YGR039W
YDR385W,EFT2
YJL169W,YJL169W
YGL008C,PMA1
YNR044W,AGA1
YFL029C,CAK1
YMR065W,KAR5
YNL013C,YNL013C
YMR138W,CIN4
YPL195W,APL5
YLR086W,SMC4
YPL268W,PLC1
YGR250C,YGR250C
YML107C,YML107C
YLR159W,YLR159W
YKL076C,YKL076C
YHR019C,DED81
YKL149C,DBR1
YPR003C,YPR003C
YLR370C,ARC18
YDR459C,YDR459C
YLR087C,YLR087C
YBR203W,YBR203W
YML034W,SRC1
YLL055W,YLL055W
YBR204C,YBR204C
YJL097W,YJL097W
YDR386W,MUS81
YOR024W,YOR024W
YGL009C,LEU1
YNR045W,PET494
YLR443W,ECM7
YMR066W,SOV1
YMR139W,RIM11
YPL196W,YPL196W
YML035C,AMD1
YPL269W,KAR9
YLL056C,YLL056C
YPR004C,YPR004C
YDR387C,YDR387C
YLR444C,YLR444C
YMR067C,YMR067C
YBR131W,CCZ1
YBL100C,YBL100C
YNL014W,YEF3B
YGR251W,YGR251W
YML108W,YML108W
YKL077W,YKL077W
YBR132C,AGP2
YJL098W,SAP185
YOR025W,HST3
YLR371W,ROM2
YNR046W,YNR046W
YLR088W,GAA1
YLL057C,YLL057C
YPR005C,HAL1
YGL220W,YGL220W
YBR205W,KTR3
YLR089C,YLR089C
YBL101C,ECM21
YNL015W,PBI2
YGR252W,GCN5
YML036W,YML036W
YML109W,ZDS2
YGL221C,NIF3
YKL078W,JA2
YBR060C,ORC2
YBR133C,HSL7
YJL099W,CHS6
YOR026W,BUB3
YDR388W,RVS167
YLR372W,SUR4
YLR445W,YLR445W
YNR047W,YNR047W
YMR068W,YMR068W
YPL198W,RPL7B
YGR180C,RNR4
YML037C,YML037C
YGR253C,PUP2
YOR310C,NOP5
YPR006C,ICL2
YLR373C,YLR373C
YPL199C,YPL199C
YBR206W,YBR206W
YNL016W,PUB1
YLL058W,YLL058W
YGL222C,YGL222C
YKL079W,SMY1
YBR061C,YBR061C
YOR027W,STI1
YDR389W,SAC7
YNR048W,YNR048W
YLR446W,YLR446W
YHR160C,PEX18
YNL017C,YNL017C
YMR069W,YMR069W
YER119C-A,YER119C-A
YML038C,YMD8
YBL102W,SFT2
YOR311C,YOR311C
YLL059C,YLL059C
YMR280C,CAT8
YPR007C,SPO69
YOR028C,CIN5
YLR374C,YLR374C
YLR447C,VMA6
YCR040W,MATALPHA1
YNR049C,MSO1
YBR134W,YBR134W
YBL030C,PET9
YBR207W,FTH1
YNL300W,YNL300W
YBL103C,RTG3
YGR181W,TIM13
YGR254W,ENO1
YDR020C,YDR020C
YGL150C,INO80
YGL223C,YGL223C
YBR062C,YBR062C
YNL301C,RPL18B
YBR208C,"DUR1,2"
YHR161C,YAP1801
YNL018C,YNL018C
YGR182C,YGR182C
YGR255C,COQ6
YOR312C,RPL20B
YAL051W,YAF1
YCR041W,YCR041W
YCL010C,YCL010C
YBR135W,CKS1
YBL104C,YBL104C
YGL224C,YGL224C
YCR042C,TSM1
YBR063C,YBR063C
YPR008W,YPR008W
YMR281W,GPI12
YOR029W,YOR029W
YLR375W,STP3
YLR448W,RPL6B
YNL019C,YNL019C
YGR183C,QCR9
YBL031W,SHE1
YOR313C,SPS4
YMR282C,AEP2
YDR021W,FAL1
YLR376C,YLR376C
YGL151W,NUT1
YCL011C,GBP2
YBR136W,ESR1
YBR209W,YBR209W
YJR120W,YJR120W
YBL105C,PKC1
YHR162W,YHR162W
YGR256W,GND2
YDR022C,CIS1
YOR240W,YOR240W
YGL152C,YGL152C
YCR043C,YCR043C
YKR100C,YKR100C
YPR009W,YPR009W
YNL230C,ELA1
YHR090C,NBN1
YLR449W,FPR4
YGR184C,UBR1
YGR257C,YGR257C
YBL032W,YBL032W
YAL053W,YAL053W
YIL110W,YIL110W
YMR283C,RIT1
YER001W,MNN1
YLR377C,FBP1
YGL225W,GOG5
YBR064W,YBR064W
YBR137W,YBR137W
YBL033C,RIB1
YNL303W,YNL303W
YJR121W,ATP2
YBL106C,SRO77
YAL054C,ACS1
YHR163W,SOL3
YOR241W,YOR241W
YCR044C,YCR044C
YOR314W,YOR314W
YBR065C,ECM2
YBR138C,HDR1
YNL231C,PDR16
YHR091C,MSR1
YHR164C,DNA2
YCL012W,YCL012W
YGR185C,TYS1
YGR258C,RAD2
YOR242C,SSP2
YIL111W,COX5B
YER002W,YER002W
YGL080W,YGL080W
YDR023W,SES1
YGL153W,PEX14
YLR378C,SEC61
YGL226W,YGL226W
YKR101W,SIR1
YBL034C,STU1
YNL304W,YPT11
YJR122W,CAF17
YBL107C,YBL107C
YER003C,PMI40
YGL154C,LYS5
YCR045C,YCR045C
YOR315W,YOR315W
YBR066C,NRG2
YMR284W,YKU70
YNL305C,YNL305C
YHR092C,HXT4
YHR165C,PRP8
YGR259C,YGR259C
YOR243C,YOR243C
YOR316C,COT1
YAL055W,YAL055W
YIL112W,YIL112W
YMR285C,YMR285C
YDR024W,YDR024W
YGL081W,YGL081W
YGL227W,TIN1
YKR102W,FLO10
YJR050W,ISY1
YNL232W,YNL232W
YBR139W,YBR139W
YBL035C,POL12
YJR123W,RPS5
YGR186W,TFG1
YOR170W,YOR170W
YCR046C,IMG1
YJR124C,YJR124C
YLR379W,YLR379W
YHR166C,CDC23
YCL014W,BUD3
YGR187C,HGH1
YOR171C,LCB4
YBL108W,YBL108W
YAL056W,YAL056W
YIL040W,YIL040W
YIL113W,YIL113W
YER004W,YER004W
YDR025W,RPS11A
YGL082W,YGL082W
YGL155W,CDC43
YGL228W,SHE10
YKR030W,YKR030W
YKR103W,YKR103W
YNL160W,YGP1
YNL233W,BNI4
YJR051W,OSM1
YNL306W,YNL306W
YBL036C,YBL036C
YJL020C,YJL020C
YHR093W,AHT1
YIL114C,POR2
YPR150W,YPR150W
YDR026C,YDR026C
YOR244W,ESA1
YLR010C,YLR010C
YCR047C,YCR047C
YGL229C,SAP4
YOR317W,FAA1
YKR031C,SPO14
YBR068C,BAP2
YMR286W,MRPL33
YJR125C,ENT3
YNL307C,MCK1
YHR094C,HXT1
YPR151C,YPR151C
YGR188C,BUB1
YOR245C,YOR245C
YOR318C,YOR318C
YIL041W,YIL041W
YMR287C,MSU1
YER005W,YND1
YGL083W,SCY1
YGL156W,AMS1
YOL140W,ARG8
YKR104W,YKR104W
YCL016C,YCL016C
YNL161W,CBK1
YNL234W,YNL234W
YJR052W,RAD7
YJL021C,YJL021C
YDR310C,SUM1
YIL042C,YIL042C
YIL115C,NUP159
YHR167W,YHR167W
YOR172W,YOR172W
YGL084C,YGL084C
YDR027C,LUV1
YBR069C,VAP1
YKR105C,YKR105C
YNL235C,YNL235C
YNL308C,YNL308C
YJR126C,YJR126C
YPR152C,YPR152C
YGR189C,CRH1
YBL037W,APL3
YOR246C,YOR246C
YAL058W,CNE1
YER006W,YER006W
YPL120W,VPS30
YGL157W,YGL157W
YLR011W,YLR011W
YOL141W,YOL141W
YCR048W,ARE1
YKR032W,YKR032W
YNL162W,RPL42A
YCL017C,NFS1
YJR053W,BFA1
YKL001C,MET14
YIL043C,CBR1
YHR095W,YHR095W
YHR168W,YHR168W
YBR280C,YBR280C
YDR028C,REG1
YOR173W,YOR173W
YPL121C,MEI5
YLR012C,YLR012C
YOR319W,HSH49
YCR049C,YCR049C
YKR033C,YKR033C
YNL163C,YNL163C
YMR288W,YMR288W
YJR127C,ZMS1
YHR096C,HXT5
YBL038W,MRPL16
YJL022W,YJL022W
YDR311W,TFB1
YAL059W,ECM1
YIL116W,HIS5
YER007W,PAC2
YGL085W,YGL085W
YGL158W,RCK1
YOL142W,YOL142W
YNL090W,RHO2
YKR106W,YKR106W
YNL236W,SIN4
YJR054W,YJR054W
YNL309W,STB1
YBL039C,URA7
YJL023C,PET130
YIL044C,YIL044C
YIL117C,YIL117C
YPR080W,TEF1
YHR169W,DBP8
YER008C,SEC3
YPR153W,YPR153W
YBR281C,YBR281C
YOR174W,MED4
YPL122C,TFB2
YOL070C,YOL070C
YOR247W,SRL1
YOL143C,RIB4
YNL164C,YNL164C
YHR097C,YHR097C
YPR081C,YPR081C
YCL018W,LEU2
YKL002W,YKL002W
YOR175C,YOR175C
YDR312W,SSF2
YCR073W-A,SOL2
YGL086W,MAD1
YDR029W,YDR029W
YLR013W,GAT3
YGL159W,YGL159W
YNL091W,YNL091W
YKR034W,DAL80
YNL237W,YTP1
YJR055W,HIT1
YKL003C,MRP17
YJR128W,YJR128W
YJL024C,APS3
YDR240C,SNU56
YDR313C,PIB1
YPR154W,YPR154W
YPL050C,MNN9
YPL123C,RNY1
YGL087C,MMS2
YLR014C,PPR1
YOR248W,YOR248W
YKR035C,YKR035C
YJR056C,YJR056C
YJR129C,YJR129C
YHR098C,SFB3
YPR082C,DIB1
YPR155C,NCA2
YOR249C,APC5
YIL045W,PIG2
YIL118W,RHO3
YER009W,NTF2
YBR282W,MRPL27
YOL071W,YOL071W
YOL144W,YOL144W
YNL092W,YNL092W
YNL165W,YNL165W
YNL238W,KEX2
YDR314C,YDR314C
YIL119C,RPI1
YBR283C,SSH1
YOR176W,HEM15
YOL145C,CTR9
YKR036C,CAF4
YNL166C,BNI5
YPR156C,YPR156C
YKL004W,AUR1
YOR177C,YOR177C
YDR241W,YDR241W
YJL025W,RRN7
YIL046W,MET30
YPL051W,ARL3
YGL088W,YGL088W
YPL124W,NIP29
YLR015W,YLR015W
YOL072W,YOL072W
YNL093W,YPT53
YNL239W,LAP3
YKL005C,YKL005C
YJR057W,CDC8
YDR315C,IPK1
YIL047C,SYG1
YPR083W,YPR083W
YGL089C,MFALPHA2
YOL073C,YOL073C
YLR016C,YLR016C
YDL210W,UGA4
YKR037C,SPC34
YNL167C,SKO1
YJR058C,APS2
YOR178C,GAC1
YJL026W,RNR2
YER060W-A,FCY22
YDR242W,AMD2
YDL211C,YDL211C
YBR284W,YBR284W
YPL052W,YPL052W
YPL125W,YPL125W
YOL146W,YOL146W
YNL094W,YNL094W
YDR170C,SEC7
YDR243C,PRP28
YJL027C,YJL027C
YPR084W,YPR084W
YPR157W,YPR157W
YPL053C,KTR6
YOL147C,PEX11
YNL095C,YNL095C
YKR038C,YKR038C
YNL168C,YNL168C
YPR085C,YPR085C
YKL006W,RPL14A
YOR179C,YOR179C
YDR316W,YDR316W
YLR300W,EXG1
YIL048W,NEO1
YBR285W,YBR285W
YPL126W,NAN1
YLR017W,MEU1
YJR059W,PTK2
YPR158W,YPR158W
YPL127C,HHO1
YLR018C,YLR018C
YOL075C,YOL075C
YOL148C,SPT20
YNL096C,RPS7B
YDL212W,SHR3
YNL169C,PSD1
YER150W,SPI1
YKL007W,CAP1
YDR171W,HSP42
YDR244W,PEX5
YJL028W,YJL028W
YDR317W,YDR317W
YDL140C,RPO21
YDL213C,YDL213C
YIL049W,DFG10
YLR301W,YLR301W
YBR286W,APE3
YPL054W,LEE1
YKR039W,GAP1
YER151C,UBP3
YKL008C,LAC1
YOR390W,YOR390W
YJL029C,YJL029C
YLR302C,YLR302C
YPR086W,SUA7
YPR159W,KRE6
YPL055C,YPL055C
YPL128C,TBF1
YNL097C,PHO23
YOR391C,YOR391C
YDR172W,SUP35
YDR245W,MNN10
YDR318W,MCM21
YDL214C,YDL214C
YBR287W,YBR287W
YLR019W,YLR019W
YOL076W,DEC1
YOL149W,DCP1
YER152C,YER152C
YDR173C,ARGR3
YDR319C,YDR319C
YPR087W,YPR087W
YBR288C,APM3
YPL056C,YPL056C
YOL077C,YOL077C
YDL141W,BPL1
YNL098C,RAS2
YGR110W,YGR110W
YPR088C,SRP54
YKL009W,MRT4
YDR246W,TRS23
YDL142C,CRD1
YDL215C,GDH2
YLR303W,MET17
YKL220C,FRE2
YPL129W,ANC1
YDR530C,APA2
YER153C,PET122
YOR392W,YOR392W
YLR231C,YLR231C
YLR304C,ACO1
YPL057C,SUR1
YNL099C,YNL099C
YGR111W,YGR111W
YER080W,YER080W
YDR174W,HMO1
YMR210W,YMR210W
YDR247W,YDR247W
YDL216C,YDL216C
YBR289W,SNF5
YOL078W,YOL078W
YDR175C,YDR175C
YDR248C,YDR248C
YOR393W,ERR1
YLR305C,STT4
YPR089W,YPR089W
YPL058C,PDR12
YDL070W,BDF2
YDL143W,CCT4
YKL221W,YKL221W
YGR112W,SHY1
YDR531W,YDR531W
YER081W,SER3
YER154W,OXA1
YEL050C,RML2
YMR211W,YMR211W
YDL071C,YDL071C
YAR014C,YAR014C
YDL144C,YDL144C
YLR232W,YLR232W
YDL217C,TIM22
YKL222C,YKL222C
YJL170C,ASG7
YOL079W,YOL079W
YDR532C,YDR532C
YER082C,YER082C
YER155C,BEM2
YMR212C,YMR212C
YDR249C,YDR249C
YOR394W,YOR394W
YLR160C,ASP3D
YLR233C,EST1
YGR040W,KSS1
YGR113W,DAM1
YDR176W,NGG1
YDL072C,YDL072C
YDL145C,COP1
YLR306W,UBC12
YPL059W,GRX5
YGR114C,YGR114C
YJL171C,YJL171C
YDR533C,YDR533C
YER083C,YER083C
YER156C,YER156C
YFL030W,YFL030W
YEL051W,VMA8
YAR015W,ADE1
YDL218W,YDL218W
YHR020W,YHR020W
YKL150W,MCR1
YKL223W,YKL223W
YGR041W,BUD9
YDR460W,TFB3
YMR140W,YMR140W
YMR213W,CEF1
YDR177W,UBC1
YPL270W,MDL2
YLR161W,YLR161W
YLR234W,TOP3
YLR307W,CDA1
YHR021C,RPS27B
YKL151C,YKL151C
YKL224C,YKL224C
YGR115C,YGR115C
YDR534C,YDR534C
YMR141C,YMR141C
YGL010W,YGL010W
YFL031W,HAC1
YEL052W,AFG1
YDL073W,YDL073W
YDL146W,YDL146W
YDL219W,YDL219W
YGR042W,YGR042W
YJL172W,CPS1
YDR461W,MFA1
YGL011C,SCL1
YER084W,YER084W
YER157W,GRD20
YEL053C,MAK10
YMR214W,SCJ1
YPL271W,ATP15
YDR178W,SDH4
YDL074C,YDL074C
YML110C,COQ5
YLR162W,YLR162W
YIR001C,YIR001C
YLR308W,CDA2
YHR022C,YHR022C
YKL152C,GPM1
YGR043C,YGR043C
YJL173C,RFA3
YOR100C,YOR100C
YDR535C,YDR535C
YER085C,YER085C
YER158C,YER158C
YMR142C,RPL13B
YDR179C,YDR179C
YPL272C,YPL272C
YLR163C,MAS1
YHR049C-A,YHR049C-A
YLR309C,IMH1
YFL032W,YFL032W
YDL147W,RPN5
YKL225W,YKL225W
YGR116W,SPT6
YDR462W,MRPL28
YFL033C,RIM15
YEL054C,RPL12A
YLR090W,XDJ1
YMR215W,YMR215W
YAR018C,KIN3
YDL148C,YDL148C
YIR002C,YIR002C
YGR044C,RME1
YDR390C,UBA2
YGR117C,YGR117C
YER159C,BUR6
YMR216C,SKY1
YGL012W,ERG4
YDL075W,RPL31A
YML111W,BUL2
YHR023W,MYO1
YKL080W,VMA5
YKL153W,YKL153W
YJL174W,KRE9
YDR463W,STP1
YGL013C,PDR1
YOR101W,RAS1
YDR536W,STL1
YER086W,ILV1
YMR070W,MOT3
YEL055C,POL5
YMR143W,RPS16A
YPL273W,YPL273W
YLR091W,YLR091W
YLR164W,YLR164W
YDL076C,YDL076C
YAR019C,CDC15
YLL060C,GTT2
YLR237W,THI7
YHR024C,MAS2
YGR045C,YGR045C
YDR391C,YDR391C
YNR050C,LYS9
YDR537C,YDR537C
YMR071C,YMR071C
YLR165C,YLR165C
YFL034W,YFL034W
YML112W,CTK3
YIR003W,YIR003W
YDL149W,YDL149W
YKL081W,TEF4
YKL154W,SRP102
YJL175W,YJL175W
YGR118W,RPS23A
YDR464W,SPP41
YOR102W,YOR102W
YER087W,YER087W
YMR144W,YMR144W
YPL274W,SAM3
YLR092W,SUL2
YMR217W,GUA1
YDL077C,VAM6
YLR238W,YLR238W
YKL082C,YKL082C
YKL155C,YKL155C
YJL176C,SWI3
YGR119C,NUP57
YOR103C,OST2
YDR465C,RMT2
YNR051C,YNR051C
YER088C,DOT6
YMR145C,YMR145C
YMR218C,YMR218C
YLR093C,NYV1
YLR166C,SEC10
YGL014W,YGL014W
YLR239C,YLR239C
YEL056W,HAT2
YML113W,DAT1
YLL061W,MMP1
YIR004W,DJP1
YHR025W,THR1
YGR046W,YGR046W
YDR392W,SPT3
YOR030W,DFG16
YGL015C,YGL015C
YDR538W,PAD1
YNL020C,ARK1
YMR072W,ABF2
YEL057C,YEL057C
YPL275W,YPL275W
YML041C,YML041C
YML114C,YML114C
YDL078C,MDH3
YLL062C,YLL062C
YPR010C,RPA135
YGR047C,TFC4
YNR052C,POP2
YER089C,PTC2
YMR073C,YMR073C
YMR146C,TIF34
YBR210W,YBR210W
YLR094C,GIS3
YFL036W,RPO41
YIR005W,YIR005W
YHR026W,PPA1
YKL156W,RPS27A
YBR211C,AME1
YOR031W,CRS5
YJL177W,RPL17B
YDR466W,YDR466W
YOR104W,YOR104W
YLR450W,HMG2
YDR539W,YDR539W
YPL276W,YPL276W
